Heading,Detail,,article link: https://en.wikipedia.org/wiki/Joseph_Stalin
"Stalin was ruthless,[790] temperamentally cruel,[791] and had a propensity for violence high even among the Bolsheviks.[786] He lacked compassion,[792] something Volkogonov suggested might have been accentuated by his many years in prison and exile,[793] although he was capable of acts of kindness to strangers, even amid the Great Terror.[794] He was capable of self-righteous indignation,[795] and was resentful,[796] and vindictive,[797] holding on to grudges for many years.[798] By the 1920s, he was also suspicious and conspiratorial, prone to believing that people were plotting against him and that there were vast international conspiracies behind acts of dissent.[799] He never attended torture sessions or executions,[800] although Service thought Stalin ""derived deep satisfaction"" from degrading and humiliating people and enjoyed keeping even close associates in a state of ""unrelieved fear"".[720] Montefiore thought Stalin's brutality marked him out as a ""natural extremist"";[801] Service suggested he had tendencies toward a paranoid and sociopathic personality disorder.[767] According to historian Geoffrey Roberts, Stalin wasn't a psychopath.[802] He was instead an emotionally intelligent and feeling intellectual.[802] Other historians linked his brutality not to any personality trait, but to his unwavering commitment to the survival of the Soviet Union and the international Marxist–Leninist cause.[803] Conversely, historian E.A. Rees believed that there was a strong argument in the case of Stalin ""that it was psychopathy that breed tyranny"". Rees cited a diagnosis performed by neuropathologist Vladimir Bekhterev on Stalin in 1927 and who had described him as a ""typical case of severe paranoia"".[804]
",,,
"Keenly interested in the arts,[805] Stalin admired artistic talent.[806] He protected several Soviet writers from arrest and prosecution, such as Mikhail Bulgakov, even when their work was labelled harmful to his regime.[807] He enjoyed listening to classical music,[808] owning around 2,700 records,[809] and frequently attending the Bolshoi Theatre during the 1930s and 1940s.[810] His taste in music and theatre was conservative, favouring classical drama, opera, and ballet over what he dismissed as experimental ""formalism"".[723] He also favoured classical forms in the visual arts, disliking avant-garde styles like cubism and futurism.[811] He was a voracious reader and kept a personal library of over 20,000 books.[812] Little of this was fiction,[813] although he could cite passages from Alexander Pushkin, Nikolay Nekrasov, and Walt Whitman by heart.[806] Stalin's favourite subject was history, closely followed by Marxist theory and then fiction.[802] Stalin knew Marxist theory well and according to Bullock was an ""effective debater"" who would quote Marx and Engels in his arguments.[814] He favoured historical studies, keeping up with debates in the study of Russian, Mesopotamian, ancient Roman, and Byzantine history.[647] He was very interested in the reigns of Ivan the Terrible, Peter the Great and Catherine the Great.[802] An autodidact,[815] he claimed to read as many as 500 pages a day,[816] with Montefiore regarding him as an intellectual.[817] Lenin was his favourite author but he also read, and sometimes appreciated, a great deal of writing by Leon Trotsky and other archenemies.[802] Like all Bolshevik leaders, Stalin believed that reading could help transform not just people's ideas and consciousness, but human nature itself.[802] Stalin also enjoyed watching films late at night at cinemas installed in the Kremlin and his dachas.[818] He liked the Western genre,[819] although his favourite films were Volga Volga and Circus (both directed by Grigori Alexandrov and starring Lyubov Orlova).[820]
",,,
"Stalin was a keen and accomplished billiards player,[821] and collected watches.[822] He also enjoyed practical jokes; for instance, he would place a tomato on the chairs of Politburo members and wait for them to sit on it.[823] When at social events, he encouraged singing,[824] as well as alcohol consumption; he hoped that others would drunkenly reveal their secrets to him.[825] As an infant, Stalin displayed a love of flowers,[826] and later in life he became a keen gardener.[826] His Volynskoe suburb had a 20-hectare (50-acre) park, with Stalin devoting much attention to its agricultural activities.[827]
",,,
"Stalin publicly condemned anti-Semitism,[828] although he was repeatedly accused of it.[829] People who knew him, such as Khrushchev, suggested he long harboured negative sentiments toward Jews,[830] and it has been argued that anti-Semitic trends in his policies were further fuelled by Stalin's struggle against Trotsky.[831] After Stalin's death, Khrushchev claimed that Stalin encouraged him to incite anti-Semitism in Ukraine, allegedly telling him that ""the good workers at the factory should be given clubs so they can beat the hell out of those Jews.""[832] In 1946, Stalin allegedly said privately that ""every Jew is a potential spy"".[833] Conquest stated that although Stalin had Jewish associates, he promoted anti-Semitism.[834] Service cautioned that there was ""no irrefutable evidence"" of anti-Semitism in Stalin's published work, although his private statements and public actions were ""undeniably reminiscent of crude antagonism towards Jews"";[835] he added that throughout Stalin's lifetime, the Georgian ""would be the friend, associate or leader of countless individual Jews"".[836] Additionally, according to Beria, Stalin had affairs with several Jewish women.[837]
",,,
"His ability to assume absolute power has remained a subject of historical debate.[838] Some historians have attributed his success to his personal qualities.[839] Contrarily, certain political theorists such as Trotsky have emphasised the role of external conditions in facilitating the growth of a Soviet bureaucracy which served as a power base for Stalin.[840] Other historians have regarded the premature deaths of prominent Bolsheviks such as Vladimir Lenin and Yakov Sverdlov to have been key factors in his elevation to the position of leadership in the Soviet Union. In part, because Sverdlov served as the original chairman of the party secretariat and was considered a natural candidate for the position of General Secretary.[841] Historian Peter Kenez believed that Trotsky could probably have removed Stalin with the use of Lenin's testament, but he acquiesced to the collective decision not to publish the document.[842]
",,,
"Friendship was important to Stalin,[843] and he used it to gain and maintain power.[844] Kotkin observed that Stalin ""generally gravitated to people like himself: parvenu intelligentsia of humble background"".[845] He gave nicknames to his favourites, for instance referring to Yezhov as ""my blackberry"".[846] Stalin was sociable and enjoyed a joke.[847] According to Montefiore, Stalin's friendships ""meandered between love, admiration, and venomous jealousy"".[848] While head of the Soviet Union he remained in contact with many of his old friends in Georgia, sending them letters and gifts of money.[849]
",,,
"Stalin was not a womaniser.[850] According to Boris Bazhanov, Stalin's one-time secretary, ""Women didn't interest him. His own woman [Alliluyeva] was enough for him, and he paid scant attention to her.""[851] However, Montefiore noted that in his early life Stalin ""rarely seems to have been without a girlfriend"".[852] Montefiore described Stalin's favoured types as ""young, malleable teenagers or buxom peasant women"",[853] who would be supportive and unchallenging toward him.[854] According to Service, Stalin ""regarded women as a resource for sexual gratification and domestic comfort"".[855] Stalin married twice and had several children.[856]
",,,
"Stalin married his first wife, Ekaterina Svanidze, in 1906. According to Montefiore, theirs was ""a true love match"";[857] Volkogonov suggested that she was ""probably the one human being he had really loved"".[858] When she died, Stalin allegedly said: ""This creature softened my heart of stone.""[859] However, Russian historian Anton Antonov-Ovseenko wrote that Stalin was physically abusive to her in Baku.[860] They had a son, Yakov, who often frustrated and annoyed Stalin.[861] Yakov had a daughter, Galina, before fighting for the Red Army in the Second World War. He was captured by the German Army and then committed suicide.[862]
",,,
"In 1914, Stalin, circa age 35, had a relationship with Lidia Pereprygina, then 14-years-old, who subsequently became pregnant with Stalin's child.[150][863] Circa December 1914, Pereprygia gave birth to Stalin's child, although the infant died soon after.[151] In 1916, Lidia – now 15 years old – was pregnant again. She gave birth to a son, named Alexander Davydov, in around April 1917. Stalin, then absent, later came to know of the child's existence but showed no apparent interest in him.[152]
",,,
"Stalin's second wife was Nadezhda Alliluyeva; theirs was not an easy relationship, and they often fought.[864] They had two biological children—a son, Vasily, and a daughter, Svetlana, and adopted another son, Artyom Sergeev, in 1921.[865] It is unclear if Stalin ever had a mistress during or after his marriage to Alliluyeva.[866] In any event, she suspected that he was unfaithful with other women,[867] and committed suicide in 1932.[868] Stalin regarded Vasily as spoiled and often chastised his behaviour; as Stalin's son, Vasily nevertheless was swiftly promoted through the ranks of the Red Army and allowed a lavish lifestyle.[869] Conversely, Stalin had an affectionate relationship with Svetlana during her childhood,[870] and was also very fond of Artyom.[865] In later life, he disapproved of Svetlana's various suitors and husbands, putting a strain on his relationship with her.[871] After the Second World War, he made little time for his children and his family played a decreasingly important role in his life.[872] After Stalin's death, Svetlana changed her surname from Stalin to Alliluyeva,[675] and defected to the U.S.[873]
",,,
"After Nadezhda's death, Stalin became increasingly close to his sister-in-law Zhenya Alliluyeva;[874] Montefiore believed that they were lovers.[875] There are unproven rumours that from 1934 onward he had a relationship with his housekeeper Valentina Istomina.[876] Montefiore also claimed that Stalin had at least two illegitimate children,[877] although he never recognised them as being his.[878] One of them, Konstantin Kuzakov, later taught philosophy at the Leningrad Military Mechanical Institute, but never met Stalin.[1] The other, Alexander, was the son of Lidia Pereprygina; he was raised as the son of a peasant fisherman and the Soviet authorities made him swear never to reveal that Stalin was his biological father.[2] Stalin was also complicit with the persecution of several relatives of his former wives such as Maria and Alexander Svanidze who were arrested and eliminated during the Great Purge.[879]
",,,
"The historian Robert Conquest stated that Stalin perhaps ""determined the course of the twentieth century"" more than any other individual.[880] Biographers like Service and Volkogonov have considered him an outstanding and exceptional politician;[881] Montefiore labelled Stalin as ""that rare combination: both 'intellectual' and killer"", a man who was ""the ultimate politician"" and ""the most elusive and fascinating of the twentieth-century titans"".[882] According to historian Kevin McDermott, interpretations of Stalin range from ""the sycophantic and adulatory to the vitriolic and condemnatory.""[883] For most Westerners and anti-communist Russians, he is viewed overwhelmingly negatively as a mass murderer;[883] for significant numbers of Russians and Georgians, he is regarded as a great statesman and state-builder.[883]
",,,
"According to Service, Stalin strengthened and stabilised the Soviet Union.[884] Service suggested that the country might have collapsed long before 1991 without Stalin.[884] In under three decades, Stalin transformed the Soviet Union into a major industrial world power,[885] one which could ""claim impressive achievements"" in terms of urbanisation, military strength, education and Soviet pride.[886] Under his rule, the average Soviet life expectancy grew due to improved living conditions, nutrition and medical care[887] as mortality rates also declined.[888] Although millions of Soviet citizens despised him, support for Stalin was nevertheless widespread throughout Soviet society.[886] Conversely, the historian Vadim Rogovin argued that the Great Terror which had gained traction in 1937 ""caused losses to the communist movement both in the USSR and throughout the world from which the movement has not recovered to this very day"".[889] Similarly, Khrushchev believed his widespread purges of the ""most advanced nucleus of people"" among the Old Bolsheviks and leading figures in the military and scientific fields had ""undoubtedly"" weakened the nation.[890]
",,,
"Stalin's necessity for the Soviet Union's economic development has been questioned, and it has been argued that Stalin's policies from 1928 onwards may have only been a limiting factor.[891] Stalin's Soviet Union has been characterised as a totalitarian state,[892] with Stalin its authoritarian leader.[893] Various biographers have described him as a dictator,[894] an autocrat,[895] or accused him of practising Caesarism.[896] Montefiore argued that while Stalin initially ruled as part of a Communist Party oligarchy, the Soviet government transformed from this oligarchy into a personal dictatorship in 1934,[897] with Stalin only becoming ""absolute dictator"" between March and June 1937, when senior military and NKVD figures were eliminated.[898] According to Kotkin, Stalin ""built a personal dictatorship within the Bolshevik dictatorship.""[899] In both the Soviet Union and elsewhere he came to be portrayed as an ""Oriental despot"".[900] Dmitri Volkogonov characterised him as ""one of the most powerful figures in human history.""[901] McDermott stated that Stalin had ""concentrated unprecedented political authority in his hands.""[902] Service stated that Stalin ""had come closer to personal despotism than almost any monarch in history"" by the late 1930s.[903]
",,,
"McDermott nevertheless cautioned against ""over-simplistic stereotypes""—promoted in the fiction of writers like Aleksandr Solzhenitsyn, Vasily Grossman, and Anatoly Rybakov—that portrayed Stalin as an omnipotent and omnipresent tyrant who controlled every aspect of Soviet life through repression and totalitarianism.[904] Service similarly warned of the portrayal of Stalin as an ""unimpeded despot"", noting that ""powerful though he was, his powers were not limitless"", and his rule depended on his willingness to conserve the Soviet structure he had inherited.[905] Kotkin observed that Stalin's ability to remain in power relied on him having a majority in the Politburo at all times.[906] Khlevniuk noted that at various points, particularly when Stalin was old and frail, there were ""periodic manifestations"" in which the party oligarchy threatened his autocratic control.[787] Stalin denied to foreign visitors that he was a dictator, stating that those who labelled him such did not understand the Soviet governance structure.[907]
",,,
"A vast literature devoted to Stalin has been produced.[908] During Stalin's lifetime, his approved biographies were largely hagiographic in content.[909] Stalin ensured that these works gave very little attention to his early life, particularly because he did not wish to emphasise his Georgian origins in a state numerically dominated by Russians.[910] Since his death many more biographies have been written,[911] although until the 1980s these relied largely on the same sources of information.[911] Under Mikhail Gorbachev's Soviet administration various previously classified files on Stalin's life were made available to historians,[911] at which point Stalin became ""one of the most urgent and vital issues on the public agenda"" in the Soviet Union.[912] After the dissolution of the Union in 1991, the rest of the archives were opened to historians, resulting in much new information about Stalin coming to light,[913] and producing a flood of new research.[908]
",,,
"Leninists remain divided in their views on Stalin; some view him as Lenin's authentic successor, while others believe he betrayed Lenin's ideas by deviating from them.[720] The socio-economic nature of Stalin's Soviet Union has also been much debated, varyingly being labelled a form of state socialism, state capitalism, bureaucratic collectivism, or a totally unique mode of production.[914] Socialist writers like Volkogonov have acknowledged that Stalin's actions damaged ""the enormous appeal of socialism generated by the October Revolution"".[915]
",,,
"With a high number of excess deaths occurring under his rule, Stalin has been labelled ""one of the most notorious figures in history"".[884] These deaths occurred as a result of collectivisation, famine, terror campaigns, disease, war and mortality rates in the Gulag. As the majority of excess deaths under Stalin were not direct killings, the exact number of victims of Stalinism is difficult to calculate due to lack of consensus among scholars on which deaths can be attributed to the regime.[916] Stalin has also been accused of genocide in the cases of forced population transfer of ethnic minorities in the Soviet Union and the famine in Ukraine.[917]
",,,
"Official records reveal 799,455 documented executions in the Soviet Union between 1921 and 1953; 681,692 of these were carried out between 1937 and 1938, the years of the Great Purge.[918] According to Michael Ellman, the best modern estimate for the number of repression deaths during the Great Purge is 950,000–1.2 million, which includes executions, deaths in detention, or soon after their release.[919] In addition, while archival data shows that 1,053,829 perished in the Gulag from 1934 to 1953,[920] the current historical consensus is that of the 18 million people who passed through the Gulag system from 1930 to 1953, between 1.5 and 1.7 million died as a result of their incarceration.[921] Historian and archival researcher Stephen G. Wheatcroft and Michael Ellman attribute roughly 3 million deaths to the Stalinist regime, including executions and deaths from criminal negligence.[922] Wheatcroft and historian R. W. Davies estimate famine deaths at 5.5–6.5 million[923] while scholar Steven Rosefielde gives a number of 8.7 million.[924]
",,,
"In 2011, historian Timothy D. Snyder summarised modern data made after the opening of the Soviet archives in the 1990s and states that Stalin's regime was responsible for 9 million deaths, with 6 million of these being deliberate killings. He further states that estimates of 20 million or above, which were made before access to the archives, are not credible.[925] According to Rogovin, 80–90% of the members of the Central Committee elected at the Sixth through to the Seventeenth Congresses were physically annihilated.[926]
",,,
"Shortly after his death, the Soviet Union went through a period of de-Stalinization. Malenkov denounced the Stalin personality cult,[927] which was subsequently criticised in Pravda.[928] In 1956, Khrushchev gave his ""Secret Speech"", titled ""On the Cult of Personality and Its Consequences"", to a closed session of the Party's 20th Congress. There, Khrushchev denounced Stalin for both his mass repression and his personality cult.[929] He repeated these denunciations at the 22nd Party Congress in October 1962.[930] In October 1961, Stalin's body was removed from the mausoleum and buried in the Kremlin Wall Necropolis, the location marked by a bust.[931] Stalingrad was renamed Volgograd.[932]
",,,
"Khrushchev's de-Stalinisation process in Soviet society ended when he was replaced as leader by Leonid Brezhnev in 1964; the latter introduced a level of re-Stalinisation within the Soviet Union.[933] In 1969 and again in 1979, plans were proposed for a full rehabilitation of Stalin's legacy but on both occasions were halted due to fears of damaging the USSR's public image.[934] Gorbachev saw the total denunciation of Stalin as necessary for the regeneration of Soviet society.[935] After the fall of the Soviet Union in 1991, the first president of the new Russian Federation, Boris Yeltsin, continued Gorbachev's denunciation of Stalin but added to it a denunciation of Lenin.[935] His successor Vladimir Putin did not seek to rehabilitate Stalin but emphasised the celebration of Soviet achievements under Stalin's leadership rather than the Stalinist repressions.[936] In October 2017, Putin opened the Wall of Grief memorial in Moscow, noting that the ""terrible past"" would neither be ""justified by anything"" nor ""erased from the national memory"".[937] In a 2017 interview, Putin added that while ""we should not forget the horrors of Stalinism"", the excessive demonization of Stalin ""is a means to attack [the] Soviet Union and Russia"".[938] In recent years, the government and general public of Russia has been accused of rehabilitating Stalin.[939]
",,,
"Amid the social and economic turmoil of the post-Soviet period, many Russians viewed Stalin as having overseen an era of order, predictability, and pride.[940] He remains a revered figure among many Russian nationalists, who feel nostalgic about the Soviet victory over Nazi Germany in World War II,[941] and he is regularly invoked approvingly within both Russia's far-left and far-right.[942]
",,,
"Polling by the Levada Center suggest Stalin's popularity has grown since 2015, with 46% of Russians expressing a favourable view of him in 2017 and 51% in 2019.[943] In a 2021 poll, a record 70% of Russians indicated they had a mostly/very favourable view of Stalin.[944] The same year, a survey by the Center showed that Joseph Stalin was named by 39% of Russians as the ""most outstanding national figure of all time"" and, while nobody received an absolute majority, Stalin was very clearly in first place, followed by another Soviet leader Vladimir Lenin with 30% and Russian poet Alexander Pushkin with 23%.[945][946] At the same time, there was a growth in pro-Stalinist literature in Russia, much relying upon the misrepresentation or fabrication of source material.[947] In this literature, Stalin's repressions are regarded either as a necessary measure to defeat ""enemies of the people"" or the result of lower-level officials acting without Stalin's knowledge.[947]
",,,
"The only other part of the former Soviet Union other than Russia where admiration for Stalin has remained consistently widespread is Georgia, although Georgian attitudes have been very divided.[948] A number of Georgians resent criticism of Stalin, the most famous figure from their nation's modern history.[941] A 2013 survey by Tbilisi State University found 45% of Georgians expressing ""a positive attitude"" to him.[949] A 2017 Pew Research survey had 57% of Georgians saying he played a positive role in history, compared to 18% of those expressing the same for Mikhail Gorbachev.[950]
",,,
"Some positive sentiment can also be found elsewhere in the former Soviet Union. A 2012 survey commissioned by the Carnegie Endowment found 38% of Armenians concurring that their country ""will always have need of a leader like Stalin"".[951][952] In early 2010, a new monument to Stalin was erected in Zaporizhzhia, Ukraine.[953] In December 2010, unknown persons decapitated it and it was destroyed in a bomb attack in 2011.[954] In a 2016 Kyiv International Institute of Sociology poll, 38% of respondents had a negative attitude to Stalin, 26% a neutral one and 17% a positive, with 19% refusing to answer.[955]
",,,
